Año Censal,Entidad,Municipio,Actividad económica,UE Unidades económicas
2018,28 Tamaulipas,022 Matamoros,Sector 21 Minería,5
2018,28 Tamaulipas,022 Matamoros,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",3
2018,28 Tamaulipas,022 Matamoros,Sector 23 Construcción,110
2018,28 Tamaulipas,022 Matamoros,Sector 31-33 Industrias manufactureras,1427
2018,28 Tamaulipas,022 Matamoros,Sector 43 Comercio al por mayor,415
2018,28 Tamaulipas,022 Matamoros,Sector 46 Comercio al por menor,7151
2018,28 Tamaulipas,022 Matamoros,"Sector 48-49 Transportes, correos y almacenamiento",192
2018,28 Tamaulipas,022 Matamoros,Sector 51 Información en medios masivos,31
2018,28 Tamaulipas,022 Matamoros,Sector 52 Servicios financieros y de seguros,192
2018,28 Tamaulipas,022 Matamoros,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,347
2018,28 Tamaulipas,022 Matamoros,"Sector 54 Servicios profesionales, científicos y técnicos",366
2018,28 Tamaulipas,022 Matamoros,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",201
2018,28 Tamaulipas,022 Matamoros,Sector 61 Servicios educativos,188
2018,28 Tamaulipas,022 Matamoros,Sector 62 Servicios de salud y de asistencia social,902
2018,28 Tamaulipas,022 Matamoros,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",184
2018,28 Tamaulipas,022 Matamoros,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2176
2018,28 Tamaulipas,022 Matamoros,Sector 81 Otros servicios excepto actividades gubernamentales,3794
2018,28 Tamaulipas,023 Méndez,Total municipal,41
2018,28 Tamaulipas,023 Méndez,Sector 31-33 Industrias manufactureras,5
2018,28 Tamaulipas,023 Méndez,Sector 43 Comercio al por mayor,4
2018,28 Tamaulipas,023 Méndez,Sector 46 Comercio al por menor,23
2018,28 Tamaulipas,023 Méndez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2
2018,28 Tamaulipas,023 Méndez,Sector 81 Otros servicios excepto actividades gubernamentales,7
2018,28 Tamaulipas,024 Mier,Total municipal,239
2018,28 Tamaulipas,024 Mier,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,024 Mier,Sector 31-33 Industrias manufactureras,16
2018,28 Tamaulipas,024 Mier,Sector 43 Comercio al por mayor,7
2018,28 Tamaulipas,024 Mier,Sector 46 Comercio al por menor,104
2018,28 Tamaulipas,024 Mier,Sector 52 Servicios financieros y de seguros,1
2018,28 Tamaulipas,024 Mier,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2
2018,28 Tamaulipas,024 Mier,"Sector 54 Servicios profesionales, científicos y técnicos",6
2018,28 Tamaulipas,024 Mier,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2
2018,28 Tamaulipas,024 Mier,Sector 62 Servicios de salud y de asistencia social,4
2018,28 Tamaulipas,024 Mier,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2018,28 Tamaulipas,024 Mier,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,45
2018,28 Tamaulipas,024 Mier,Sector 81 Otros servicios excepto actividades gubernamentales,49
2018,28 Tamaulipas,025 Miguel Alemán,Total municipal,1725
2018,28 Tamaulipas,025 Miguel Alemán,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",8
2018,28 Tamaulipas,025 Miguel Alemán,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,025 Miguel Alemán,Sector 23 Construcción,6
2018,28 Tamaulipas,025 Miguel Alemán,Sector 31-33 Industrias manufactureras,91
2018,28 Tamaulipas,025 Miguel Alemán,Sector 43 Comercio al por mayor,25
2018,28 Tamaulipas,025 Miguel Alemán,Sector 46 Comercio al por menor,786
2018,28 Tamaulipas,025 Miguel Alemán,"Sector 48-49 Transportes, correos y almacenamiento",15
2018,28 Tamaulipas,025 Miguel Alemán,Sector 51 Información en medios masivos,5
2018,28 Tamaulipas,025 Miguel Alemán,Sector 52 Servicios financieros y de seguros,21
2018,28 Tamaulipas,025 Miguel Alemán,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,41
2018,28 Tamaulipas,025 Miguel Alemán,"Sector 54 Servicios profesionales, científicos y técnicos",36
2018,28 Tamaulipas,025 Miguel Alemán,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",10
2018,28 Tamaulipas,025 Miguel Alemán,Sector 61 Servicios educativos,13
2018,28 Tamaulipas,025 Miguel Alemán,Sector 62 Servicios de salud y de asistencia social,108
2018,28 Tamaulipas,025 Miguel Alemán,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",12
2018,28 Tamaulipas,025 Miguel Alemán,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,217
2018,28 Tamaulipas,025 Miguel Alemán,Sector 81 Otros servicios excepto actividades gubernamentales,330
2018,28 Tamaulipas,026 Miquihuana,Total municipal,95
2018,28 Tamaulipas,026 Miquihuana,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,026 Miquihuana,Sector 31-33 Industrias manufactureras,16
2018,28 Tamaulipas,026 Miquihuana,Sector 43 Comercio al por mayor,2
2018,28 Tamaulipas,026 Miquihuana,Sector 46 Comercio al por menor,59
2018,28 Tamaulipas,026 Miquihuana,Sector 52 Servicios financieros y de seguros,1
2018,28 Tamaulipas,026 Miquihuana,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2018,28 Tamaulipas,026 Miquihuana,Sector 61 Servicios educativos,1
2018,28 Tamaulipas,026 Miquihuana,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,7
2018,28 Tamaulipas,026 Miquihuana,Sector 81 Otros servicios excepto actividades gubernamentales,7
2018,28 Tamaulipas,027 Nuevo Laredo,Total municipal,12635
2018,28 Tamaulipas,027 Nuevo Laredo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",2
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 21 Minería,2
2018,28 Tamaulipas,027 Nuevo Laredo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 23 Construcción,91
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 31-33 Industrias manufactureras,743
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 43 Comercio al por mayor,257
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 46 Comercio al por menor,4908
2018,28 Tamaulipas,027 Nuevo Laredo,"Sector 48-49 Transportes, correos y almacenamiento",627
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 51 Información en medios masivos,34
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 52 Servicios financieros y de seguros,155
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,261
2018,28 Tamaulipas,027 Nuevo Laredo,"Sector 54 Servicios profesionales, científicos y técnicos",294
2018,28 Tamaulipas,027 Nuevo Laredo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",154
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 61 Servicios educativos,158
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 62 Servicios de salud y de asistencia social,586
2018,28 Tamaulipas,027 Nuevo Laredo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",173
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1606
2018,28 Tamaulipas,027 Nuevo Laredo,Sector 81 Otros servicios excepto actividades gubernamentales,2583
2018,28 Tamaulipas,028 Nuevo Morelos,Total municipal,125
2018,28 Tamaulipas,028 Nuevo Morelos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,028 Nuevo Morelos,Sector 31-33 Industrias manufactureras,22
2018,28 Tamaulipas,028 Nuevo Morelos,Sector 43 Comercio al por mayor,3
2018,28 Tamaulipas,028 Nuevo Morelos,Sector 46 Comercio al por menor,55
2018,28 Tamaulipas,028 Nuevo Morelos,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2018,28 Tamaulipas,028 Nuevo Morelos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,27
2018,28 Tamaulipas,028 Nuevo Morelos,Sector 81 Otros servicios excepto actividades gubernamentales,16
2018,28 Tamaulipas,029 Ocampo,Total municipal,393
2018,28 Tamaulipas,029 Ocampo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,029 Ocampo,Sector 31-33 Industrias manufactureras,55
2018,28 Tamaulipas,029 Ocampo,Sector 43 Comercio al por mayor,8
2018,28 Tamaulipas,029 Ocampo,Sector 46 Comercio al por menor,168
2018,28 Tamaulipas,029 Ocampo,"Sector 48-49 Transportes, correos y almacenamiento",1
2018,28 Tamaulipas,029 Ocampo,Sector 52 Servicios financieros y de seguros,1
2018,28 Tamaulipas,029 Ocampo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,7
2018,28 Tamaulipas,029 Ocampo,"Sector 54 Servicios profesionales, científicos y técnicos",2
2018,28 Tamaulipas,029 Ocampo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3
2018,28 Tamaulipas,029 Ocampo,Sector 61 Servicios educativos,1
2018,28 Tamaulipas,029 Ocampo,Sector 62 Servicios de salud y de asistencia social,12
2018,28 Tamaulipas,029 Ocampo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2018,28 Tamaulipas,029 Ocampo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,67
2018,28 Tamaulipas,029 Ocampo,Sector 81 Otros servicios excepto actividades gubernamentales,65
2018,28 Tamaulipas,030 Padilla,Total municipal,468
2018,28 Tamaulipas,030 Padilla,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",8
2018,28 Tamaulipas,030 Padilla,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,030 Padilla,Sector 23 Construcción,1
2018,28 Tamaulipas,030 Padilla,Sector 31-33 Industrias manufactureras,45
2018,28 Tamaulipas,030 Padilla,Sector 43 Comercio al por mayor,14
2018,28 Tamaulipas,030 Padilla,Sector 46 Comercio al por menor,218
2018,28 Tamaulipas,030 Padilla,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3
2018,28 Tamaulipas,030 Padilla,"Sector 54 Servicios profesionales, científicos y técnicos",3
2018,28 Tamaulipas,030 Padilla,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",4
2018,28 Tamaulipas,030 Padilla,Sector 61 Servicios educativos,1
2018,28 Tamaulipas,030 Padilla,Sector 62 Servicios de salud y de asistencia social,9
2018,28 Tamaulipas,030 Padilla,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2018,28 Tamaulipas,030 Padilla,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,78
2018,28 Tamaulipas,030 Padilla,Sector 81 Otros servicios excepto actividades gubernamentales,81
2018,28 Tamaulipas,031 Palmillas,Total municipal,47
2018,28 Tamaulipas,031 Palmillas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,031 Palmillas,Sector 31-33 Industrias manufactureras,8
2018,28 Tamaulipas,031 Palmillas,Sector 43 Comercio al por mayor,2
2018,28 Tamaulipas,031 Palmillas,Sector 46 Comercio al por menor,25
2018,28 Tamaulipas,031 Palmillas,Sector 52 Servicios financieros y de seguros,1
2018,28 Tamaulipas,031 Palmillas,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2018,28 Tamaulipas,031 Palmillas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5
2018,28 Tamaulipas,031 Palmillas,Sector 81 Otros servicios excepto actividades gubernamentales,4
2018,28 Tamaulipas,032 Reynosa,Total municipal,19224
2018,28 Tamaulipas,032 Reynosa,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",3
2018,28 Tamaulipas,032 Reynosa,Sector 21 Minería,4
2018,28 Tamaulipas,032 Reynosa,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",3
2018,28 Tamaulipas,032 Reynosa,Sector 23 Construcción,108
2018,28 Tamaulipas,032 Reynosa,Sector 31-33 Industrias manufactureras,1359
2018,28 Tamaulipas,032 Reynosa,Sector 43 Comercio al por mayor,456
2018,28 Tamaulipas,032 Reynosa,Sector 46 Comercio al por menor,9134
2018,28 Tamaulipas,032 Reynosa,"Sector 48-49 Transportes, correos y almacenamiento",226
2018,28 Tamaulipas,032 Reynosa,Sector 51 Información en medios masivos,29
2018,28 Tamaulipas,032 Reynosa,Sector 52 Servicios financieros y de seguros,184
2018,28 Tamaulipas,032 Reynosa,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,317
2018,28 Tamaulipas,032 Reynosa,"Sector 54 Servicios profesionales, científicos y técnicos",395
2018,28 Tamaulipas,032 Reynosa,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",244
2018,28 Tamaulipas,032 Reynosa,Sector 61 Servicios educativos,275
2018,28 Tamaulipas,032 Reynosa,Sector 62 Servicios de salud y de asistencia social,894
2018,28 Tamaulipas,032 Reynosa,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",184
2018,28 Tamaulipas,032 Reynosa,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1797
2018,28 Tamaulipas,032 Reynosa,Sector 81 Otros servicios excepto actividades gubernamentales,3612
2018,28 Tamaulipas,033 Río Bravo,Total municipal,4779
2018,28 Tamaulipas,033 Río Bravo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",2
2018,28 Tamaulipas,033 Río Bravo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",2
2018,28 Tamaulipas,033 Río Bravo,Sector 23 Construcción,19
2018,28 Tamaulipas,033 Río Bravo,Sector 31-33 Industrias manufactureras,435
2018,28 Tamaulipas,033 Río Bravo,Sector 43 Comercio al por mayor,113
2018,28 Tamaulipas,033 Río Bravo,Sector 46 Comercio al por menor,2063
2018,28 Tamaulipas,033 Río Bravo,"Sector 48-49 Transportes, correos y almacenamiento",24
2018,28 Tamaulipas,033 Río Bravo,Sector 51 Información en medios masivos,5
2018,28 Tamaulipas,033 Río Bravo,Sector 52 Servicios financieros y de seguros,37
2018,28 Tamaulipas,033 Río Bravo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,93
2018,28 Tamaulipas,033 Río Bravo,"Sector 54 Servicios profesionales, científicos y técnicos",71
2018,28 Tamaulipas,033 Río Bravo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",45
2018,28 Tamaulipas,033 Río Bravo,Sector 61 Servicios educativos,46
2018,28 Tamaulipas,033 Río Bravo,Sector 62 Servicios de salud y de asistencia social,286
2018,28 Tamaulipas,033 Río Bravo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",50
2018,28 Tamaulipas,033 Río Bravo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,514
2018,28 Tamaulipas,033 Río Bravo,Sector 81 Otros servicios excepto actividades gubernamentales,974
2018,28 Tamaulipas,034 San Carlos,Total municipal,82
2018,28 Tamaulipas,034 San Carlos,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",3
2018,28 Tamaulipas,034 San Carlos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2018,28 Tamaulipas,034 San Carlos,Sector 31-33 Industrias manufactureras,9
2018,28 Tamaulipas,034 San Carlos,Sector 43 Comercio al por mayor,4
2018,28 Tamaulipas,034 San Carlos,Sector 46 Comercio al por menor,44
2018,28 Tamaulipas,034 San Carlos,"Sector 48-49 Transportes, correos y almacenamiento",1
2018,28 Tamaulipas,034 San Carlos,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1
